load_32_ph_1,load_29_ph_3,load_1_ph_1,load_54_ph_1,load_2_ph_3,load_41_ph_3,load_51_ph_3,load_53_ph_2,load_27_ph_1,load_42_ph_2,load_33_ph_1,load_28_ph_3,load_50_ph_2,load_52_ph_1,load_26_ph_1,load_10_ph_3,load_24_ph_3,load_25_ph_3,load_23_ph_2,load_49_ph_3,load_5_ph_3,load_31_ph_1,load_43_ph_2,load_39_ph_1,load_34_ph_2,load_44_ph_2,load_55_ph_3,load_17_ph_2,load_37_ph_1,load_47_ph_1,load_9_ph_1,load_12_ph_1,load_20_ph_1,load_6_ph_3,load_14_ph_2,load_7_ph_1,load_8_ph_1,load_19_ph_3,load_4_ph_3,load_22_ph_2,load_11_ph_2,load_35_ph_1,load_13_ph_2,load_15_ph_1,load_16_ph_1,load_40_ph_2,load_21_ph_3,load_38_ph_1,load_46_ph_2,load_45_ph_2,load_36_ph_2,load_48_ph_1,load_18_ph_2,load_30_ph_2,load_3_ph_2,scenario_id,time_step
-0.017570991891036402,-1.0547113662114629,-0.016628688225593158,-0.009391536466430607,-1.0547867200641394,-1.0526186682710024,-1.0546062473718707,1.032636493197389,-0.01740510286144868,1.0263692048877688,-0.013560484668960536,-1.0559327670910565,1.0311051779924798,-0.007927180312360588,-0.017382818871343998,-1.0562417234659125,-1.0553382075980176,-1.054298783173419,1.0363892938361206,-1.0562136939605355,-1.0519692851186133,-0.01712711469545931,1.028795682780346,-0.009700701057045602,1.0373296811360313,1.026204968733543,-1.0525351577631656,1.029544451197978,-0.017359915304103836,-0.01762113488132486,-0.0022819136137668125,-0.01739332213165363,-0.017345113120115406,-1.0552322759882933,1.0373774221327046,-0.016895511575088687,-0.014772272196411482,-1.0519589039845347,-1.0568847595533302,1.037787770906534,1.0427025342179035,-0.017071277627928864,1.0313563666733458,-0.0023338597565348593,-0.017264830018151565,1.027825781900183,-1.0569077196449557,-0.007688860365291089,1.029612534563964,1.0264697310744388,1.0310753092607863,-0.014875381382031882,1.0365515630753463,1.0261982670217598,1.0425478704916449,1.0,77.0
-0.014981989461613164,-1.0554535501398465,-0.014362882384933677,-0.008352107083588174,-1.0553764672368149,-1.053030810021288,-1.055095225725273,1.028495143963181,-0.014996369313636277,1.0214209800476297,-0.011513705397635634,-1.0566239285248662,1.0257087116188144,-0.007065161907723292,-0.014761664721254253,-1.0570346584340258,-1.0559400356542865,-1.0547693740952677,1.0339263507365721,-1.0570732568255397,-1.0522348582345478,-0.014431005105853188,1.0243681142521808,-0.008431043744648058,1.035059476746215,1.0213869817289136,-1.0530048559214513,1.025150343250438,-0.01468364656197473,-0.015007606153360366,-0.002115367831124925,-0.015072141540946,-0.014872795145063738,-1.0558311186255276,1.0350532471208949,-0.014255614407055096,-0.012593720389747045,-1.0522218248694568,-1.057729111092744,1.0354779535625136,1.0416259918230875,-0.014370925992042888,1.0260916134384084,-0.002107978717927415,-0.014863973800483021,1.0231435739903574,-1.0577469570291753,-0.006875192275091021,1.0250854430772185,1.021719449512454,1.0257184869850167,-0.012601746898329848,1.0340352723793211,1.021371479604434,1.0415105974249004,1.0,24.0
-0.01699921826673131,-1.0567294203892983,-0.014886652852647553,-0.00858166616220325,-1.0568004866759075,-1.0539406824145154,-1.0565825894037777,1.0315360464323695,-0.015614218013420575,1.0262104701237875,-0.012330807151327193,-1.058390231919177,1.028883222167281,-0.007217662241430305,-0.01670173130177722,-1.058786530723947,-1.0577908437469659,-1.0561967521939357,1.0359238985235908,-1.0587474985706835,-1.053124223324075,-0.01595515512007711,1.0285199833347727,-0.008848021009731059,1.0369125155178027,1.0261462317577352,-1.0538752095080377,1.0290522189480529,-0.016676913194688267,-0.016963385448653213,-0.002173993702140317,-0.01559037260558113,-0.015539609408714175,-1.0576684276121293,1.0369159064350224,-0.01598422974873457,-0.013296399705177606,-1.0531269484576025,-1.0595800805937687,1.0373127496746022,1.0422656885351074,-0.015973310940158497,1.0293254262803928,-0.0021742021816474463,-0.015557866323557622,1.0273431968526117,-1.0595911787114947,-0.007100295244558397,1.028871779627367,1.0264324022847593,1.0288701607118702,-0.013341668022591778,1.0359929301518804,1.0261850597869178,1.0422750652623816,1.0,23.0
-0.017742219525748087,-1.0555832037470632,-0.01623529040538459,-0.009037849119795998,-1.055428215371635,-1.0531223733896828,-1.0553261750780323,1.0326524631522451,-0.016967477087612363,1.0272133153488938,-0.013155736657595507,-1.0568079006600086,1.030603428218253,-0.007672943794686208,-0.017539569521441402,-1.0572393055774132,-1.0560873653386906,-1.0549916754795752,1.036414129486476,-1.057257907033728,-1.0523497411292317,-0.016939041853037268,1.029316854855527,-0.009387797663868212,1.0374452513302979,1.027190862442019,-1.0531226080390346,1.0298099208273914,-0.017398351835514504,-0.01782912622832253,-0.0022319153679539417,-0.016916427694993106,-0.016869316818364562,-1.0559655040039924,1.0374007882830116,-0.01667073820629101,-0.014345717495969945,-1.052340699607809,-1.057938412500971,1.0378167690180236,1.0425477568920989,-0.016919823700425517,1.0310047914447895,-0.0022738417035588977,-0.01680101120763667,1.0283513557514161,-1.0580170224429957,-0.007494066201890042,1.0298535967031843,1.0274354987839425,1.0305959621169192,-0.014363119851808,1.03659028166514,1.0272115284053123,1.042540414369352,1.0,160.0
-0.014452973064871298,-1.0546154749781793,-0.013836421801477549,-0.007546952090145761,-1.0544967152391125,-1.0523860939419867,-1.054233117020121,1.0315118000085994,-0.014455968912263629,1.0243216837536468,-0.011017694432908244,-1.055712010054467,1.0303444272339117,-0.0063793472659893075,-0.014240977325327512,-1.0561384694767115,-1.0550454389660928,-1.0540183022649503,1.0356202011249036,-1.0560758487214996,-1.0517190484364816,-0.013988092133766667,1.0273804384030862,-0.00780777373676746,1.0364879701501093,1.024072904676117,-1.0522983532777819,1.0279548591609673,-0.014150917508406748,-0.014490173292383888,-0.0018490225356398396,-0.014433483664960469,-0.01437689029217072,-1.0549632614113138,1.036456150030762,-0.013842191851762147,-0.012014630969008549,-1.0517265950989871,-1.0566486166666584,1.0369729884632715,1.0422857080666337,-0.013933151658521903,1.0305470450901162,-0.0018870115591874776,-0.014328067451884204,1.0261640486882204,-1.0566544560808546,-0.0062534877783184395,1.028405068860877,1.0243265942771194,1.030311051169285,-0.011987319524868938,1.0357574849243179,1.0241352038387077,1.042149169599728,1.0,149.0
-0.018273190279028,-1.0560761148667188,-0.016932359029507137,-0.009437347576167994,-1.0560280631930432,-1.0534509639311251,-1.0556655796170986,1.0321769554968316,-0.017749034840171537,1.0259456466524437,-0.013849991156219935,-1.0572747890431564,1.0306243776545483,-0.007957477835430393,-0.017971103916634562,-1.0576951656620996,-1.056555336824915,-1.0553671969574798,1.0358848922274948,-1.057725224224547,-1.0526402317590096,-0.017601106726299956,1.028527466740893,-0.009758769647682219,1.0366572689975049,1.025752692223031,-1.0533589692104084,1.0290805022229084,-0.017905002139199384,-0.01831155931669009,-0.0023225734434347257,-0.017678957376337574,-0.017599989050094068,-1.0564413828380388,1.0366259842281431,-0.01721444686007898,-0.015288915771094582,-1.0526469509531533,-1.0585059521930336,1.0369476367965862,1.0421956960232859,-0.017588572101781916,1.0308960942658667,-0.0023622333187785652,-0.017570243375349404,1.0274256052301678,-1.0584817206784043,-0.007802816177951099,1.029448690388736,1.0260856099201439,1.0305799165917557,-0.015348714105153384,1.0359870450535102,1.0257501729329737,1.0422157338467148,1.0,59.0
-0.015459984933951426,-1.0546855101998147,-0.01403890662271094,-0.007981005700128963,-1.0547171649995135,-1.052602109814662,-1.0544403437551115,1.0325369536725342,-0.01483827455751064,1.026667914444017,-0.011592570108360218,-1.0557872870344573,1.0306739939086718,-0.006751172218418935,-0.015230862081209351,-1.0561523515653373,-1.0551819322343947,-1.0541933286366156,1.0364519818871076,-1.0561320111397108,-1.0518711001452308,-0.014619391094851365,1.0291053468160427,-0.008321232159016,1.037344787422406,1.026460971818314,-1.0525062223634494,1.0297263632179228,-0.015162440147205435,-0.01543123540508419,-0.0019643402266553995,-0.014831233490792779,-0.014751545329393573,-1.0550673736460392,1.0373800494931262,-0.01460621189111655,-0.012719741035370671,-1.051856643769994,-1.0569276816945963,1.0378267836702706,1.0426973111873592,-0.014597588757005184,1.0309441702172064,-0.0020152264680948035,-0.01470603263380827,1.0281719664691902,-1.0569533514791218,-0.006645590976859775,1.0299841009676676,1.0269224309325018,1.030519024241447,-0.012731474176128155,1.036539154367543,1.0265096325278429,1.0425525880375675,1.0,184.0
-0.01637963883092106,-1.054948899083721,-0.016119512210407076,-0.009151212287840698,-1.0551917286202328,-1.052880951952646,-1.0549337996500354,1.031025275072852,-0.01688406010676697,1.024132601346134,-0.013057313345206026,-1.0562612918810894,1.0293296090385475,-0.007849123225404235,-0.01607175349046911,-1.0566103963953113,-1.0556991116720669,-1.0547333971928525,1.035401749387438,-1.0566034994994942,-1.052185414358745,-0.01578668792644027,1.0268163598339861,-0.009468816371654745,1.0364694621245407,1.0238513173542432,-1.0528120553369236,1.0275245576983378,-0.016064463872435323,-0.016442002238386027,-0.0023257682402833078,-0.01684426912370689,-0.01677257414888539,-1.055688558834374,1.036466562329983,-0.015752944527053822,-0.014371235789704482,-1.0521819806929806,-1.0572877129036176,1.036905451730537,1.0421649189234035,-0.015808276269212187,1.0295751803662858,-0.0023493375161875375,-0.016774937295861943,1.0253931550312645,-1.0573241315934527,-0.00775990768716851,1.0278776160786778,1.0242683124263587,1.0292880173957597,-0.014464225435652742,1.0355003435073975,1.0238863389874904,1.0420430789022572,1.0,43.0
-0.01872470341400992,-1.0550547195595206,-0.017117984085444484,-0.009708701429961577,-1.0552654875605545,-1.0528505456242168,-1.0549279563819536,1.0335358478685595,-0.017835243854309894,1.0278858861655304,-0.01416907275300829,-1.0563207606802898,1.0319504754272295,-0.00800394582468727,-0.018592141539320834,-1.0567228916918847,-1.0556438471498029,-1.0546053619783866,1.0371775336263431,-1.0566863028035367,-1.0521303746826758,-0.018074130679383814,1.0302412184161949,-0.00998103611743435,1.0380055700675983,1.027676480075252,-1.0527949619025219,1.0308943448668648,-0.018514228097655072,-0.018777060281960443,-0.0023247618537750744,-0.01775151046199224,-0.017687729856202122,-1.0555537688638765,1.0380068284828352,-0.017914083095817032,-0.015648201630593855,-1.052115964868542,-1.0574495305072147,1.0384372619039632,1.042976852770569,-0.01804157550456631,1.0322796901000622,-0.0023784723278810218,-0.017650919883949175,1.0293294276915737,-1.057500802313018,-0.007928847287726219,1.030908721126602,1.0279215913609785,1.0318612821612432,-0.015602870392771251,1.0372002041419504,1.0276892604426764,1.0427820123744034,1.0,122.0
-0.01937999911855978,-1.0558591789928053,-0.01788762847930889,-0.009695702879654664,-1.0558704119169153,-1.053335278573479,-1.0556751954527042,1.0334952661754475,-0.018712539992321153,1.0284253669755123,-0.014217094551856055,-1.057217084551604,1.0317306763188894,-0.00814694830565716,-0.019211989756029845,-1.0576442279094649,-1.0564894646107184,-1.0553032776283724,1.0370512074431995,-1.0576424527129453,-1.052570207056977,-0.01843119473405619,1.030507374509325,-0.010049575924689332,1.0379421731993568,1.0283736138032054,-1.0532703251459348,1.031040784531684,-0.01920926230187487,-0.01941677072133552,-0.0023973788350953266,-0.018664644347142725,-0.018833454549712237,-1.0564282945245385,1.0379473934532546,-0.018149454980407608,-0.01546752765348166,-1.052557205728015,-1.0583746915741337,1.0383369975438614,1.0428521259748131,-0.018363502781078136,1.0320575693993617,-0.0024216739179653427,-0.018765993854780585,1.0296730410129193,-1.0583779353451266,-0.007945250105119468,1.031025972027459,1.0284634269110304,1.0317146625738636,-0.01548466600395804,1.037128206323938,1.0283772797240955,1.0427668787788213,1.0,175.0
-0.01523898653589578,-1.056416747293592,-0.014926891215983177,-0.008084629792862697,-1.0562894944137244,-1.053621958412157,-1.0559735116318738,1.0323181730187625,-0.015648653927136828,1.0258307085063787,-0.011726403111538405,-1.0576532242957144,1.0310710926944981,-0.006864981259362314,-0.01502516004920802,-1.0580474746100643,-1.057079196624057,-1.055724468504129,1.035890695720337,-1.058009691316097,-1.05283671885481,-0.014626607352953519,1.0284305848367172,-0.008329536290314937,1.0367648315734024,1.0256871162281005,-1.0535694394119817,1.0290058048566462,-0.01493798108106819,-0.01524443978795831,-0.0020685602930802646,-0.015614550431142358,-0.015598481616311445,-1.0570156490479354,1.0368048420510496,-0.0144839925156949,-0.012760083380102292,-1.0528385456889473,-1.0586391456095827,1.0373464434766002,1.042480330225874,-0.014612988535011208,1.0312758238105546,-0.00207582042624022,-0.015566020579823453,1.0271145422866197,-1.0586381334176214,-0.006674732409386201,1.0293279729857696,1.0259326275919112,1.03105731341365,-0.012790366301724525,1.0360429121836958,1.0257097023047523,1.0422843032864046,1.0,39.0
-0.017493595674260048,-1.0546975481142458,-0.015544371134148017,-0.008902608874934992,-1.0548862399923187,-1.0527225701466576,-1.0545884113593456,1.0316132680888574,-0.016352571200610694,1.0252449576262226,-0.01291412075424306,-1.0560303087992173,1.030155694706501,-0.007550817722562971,-0.017260780459169147,-1.0563923585017934,-1.0553721481251805,-1.0543240199868564,1.035396127515893,-1.0564055987821301,-1.051964897504202,-0.01707277041363071,1.0277765970603503,-0.009170765840874538,1.0354696664767453,1.0250333578884931,-1.0526586350974225,1.028535553583344,-0.017160230837278776,-0.01747495433337163,-0.0022114996045788714,-0.016395766251728956,-0.016229922033462206,-1.0552333489730452,1.0354895188071276,-0.016837978153505146,-0.013919989809760273,-1.0519523558328936,-1.0569957659098728,1.0366018461008035,1.0420845469727535,-0.017037136725844504,1.0304793063059727,-0.0022219532130840426,-0.016243918387008154,1.026779600403776,-1.0570091450607717,-0.007437921362822625,1.0285096293360658,1.0254479164292665,1.0302490939271847,-0.013947885670955246,1.0354787771903886,1.0250273006100257,1.0420660600616425,1.0,143.0
-0.014893554910803112,-1.0546965392284695,-0.014533887218144007,-0.008106644804299717,-1.0546911864717332,-1.0525509017346772,-1.054475364167703,1.0314143156066355,-0.015303416677957976,1.0249025247957078,-0.011546108589845618,-1.0558275165972706,1.0296921160614743,-0.007015200782056986,-0.014675204107823721,-1.056147320000647,-1.0552329492857946,-1.0542185365245762,1.0355732063429375,-1.056127551245456,-1.0518820404638412,-0.014320848587566562,1.0275697117337774,-0.008447377081536775,1.0365439731190147,1.0247506490344431,-1.0524695062415703,1.0280911517804177,-0.014578384159519363,-0.014923199814778389,-0.0020458532492927746,-0.015310756513692438,-0.015177033734228339,-1.0550859742457666,1.0365638688801662,-0.014053780302498561,-0.01257832461353132,-1.0518751700968858,-1.0568544727838545,1.0370393611204212,1.0423614058169515,-0.014306813541938317,1.030007795041181,-0.0020845610034131703,-0.01514829572110927,1.0263260248711363,-1.0568406535489674,-0.006811401836702583,1.0280718730357827,1.025000424628258,1.0297403938290866,-0.012597571737841682,1.0356870608195294,1.0247235517329598,1.0421586421783868,1.0,112.0
-0.01645223174920998,-1.0544543714594194,-0.016488654050456415,-0.009301614869905748,-1.0544517367864992,-1.052388159285236,-1.0543177339667895,1.0291347138173514,-0.017089567856596526,1.0242973012911705,-0.01315399405477551,-1.055487942905193,1.0250789043249207,-0.007810099970691729,-0.016266054171457805,-1.0557843174442443,-1.0549736692623777,-1.053982516908714,1.03438380743851,-1.0558050029040995,-1.051731318457262,-0.015988021663640148,1.0267015342416013,-0.009541824772508891,1.0354836134189518,1.0241802621107798,-1.0523455781754665,1.0272527532090776,-0.01628832457689258,-0.016500251374332586,-0.0022416101818598885,-0.017093763534700487,-0.01688590425509548,-1.05488176637235,1.0354849594304982,-0.01598260636412003,-0.014361484036141972,-1.0517231943033287,-1.056505274968425,1.0359702099318948,1.041586261736234,-0.015986607050634996,1.0257568518711924,-0.0022848616306127816,-0.01684833883996579,1.0257255782848895,-1.0564953652470235,-0.0077939238556448695,1.027531576895814,1.0245858802312746,1.0249356562047804,-0.014434756248988007,1.0344515113647457,1.0242228451849695,1.0413935657930724,1.0,34.0
